0.19002,0,-0.00051353
0.18453,2.0281e-12,-0.0007883
0.18453,2.0281e-12,-0.0007883
0.18453,1.4645e-12,-0.0007883
0.18453,1.4896e-12,-0.0007883
0.18453,1.5016e-12,-0.0007883
0.18453,-2.0443e-10,-0.0007883
0.18453,2.8665e-09,-0.00078829
0.18453,-2.1281e-08,-0.00078837
0.18453,-1.1501e-08,-0.0007884
0.18453,-1.7466e-09,-0.00078984
0.18453,-1.7475e-09,-0.00078988
0.18453,5.1935e-08,-0.00078358
0.18453,5.1924e-08,-0.00078371
0.18453,5.738e-08,-0.00078652
0.18453,-2.9557e-07,-0.00079681
0.18452,-2.9558e-07,-0.00079708
0.18452,-9.2048e-08,-0.00079628
0.18453,1.1049e-07,-0.00079832
0.18452,1.1049e-07,-0.00079849
0.18452,1.1093e-07,-0.00079767
0.18453,1.1043e-07,-0.00080022
0.18452,1.1362e-07,-0.00079969
0.18452,1.1508e-07,-0.00080296
0.18453,1.1753e-07,-0.00079178
0.18453,1.19e-07,-0.00078471
0.18453,1.1856e-07,-0.00078483
0.18453,1.1721e-07,-0.00078932
0.18453,1.1497e-07,-0.0007983
0.18452,1.1473e-07,-0.0007985
0.18452,1.1363e-07,-0.00080343
0.18452,1.1257e-07,-0.00079546
0.18453,1.1066e-07,-0.00079267
0.18453,1.1038e-07,-0.00076921
0.18452,1.103e-07,-0.00076947
0.18452,1.077e-07,-0.00077941
0.18452,1.052e-07,-0.00078395
0.18452,7.3326e-08,-0.0007821
0.18452,7.7561e-08,-0.00075543
0.18453,1.4421e-07,-0.00080954
0.18453,1.324e-07,-0.00081033
0.18452,8.7309e-08,-0.00081556
0.18452,9.5341e-08,-0.00080345
0.18452,9.3942e-08,-0.00080296
0.18452,9.9693e-08,-0.0007953
0.18452,9.8993e-08,-0.00078457
0.18452,9.7577e-08,-0.00078158
0.18452,1.0075e-07,-0.00078639
0.18452,9.9765e-08,-0.00076291
0.18453,9.773e-08,-0.00078447
0.18453,9.7209e-08,-0.00079748
0.18452,9.8289e-08,-0.00080607
0.18452,9.7611e-08,-0.00080571
