-0,0.1,-0
-2.5857e-09,0.1,2.5814e-10
-2.5856e-09,0.1,2.5813e-10
-2.5255e-09,0.1,2.5493e-10
-2.4725e-09,0.1,2.4928e-10
-2.4223e-09,0.1,2.4398e-10
2.6676e-07,0.1,-2.6658e-08
-3.6512e-06,0.1,3.645e-07
2.7136e-05,0.1,-2.7091e-06
1.4665e-05,0.1,-1.464e-06
2.2642e-06,0.099992,-2.262e-07
2.2642e-06,0.099992,-2.2619e-07
-6.3492e-06,0.10002,3.7939e-07
-6.3493e-06,0.10002,3.7946e-07
-5.2528e-06,0.10001,2.3577e-07
2.8938e-05,0.099953,-1.4102e-06
2.8938e-05,0.099953,-1.4102e-06
1.8108e-05,0.099957,-1.3859e-06
7.3144e-06,0.099945,-1.3601e-06
7.3144e-06,0.099945,-1.3601e-06
6.7506e-06,0.099949,-1.3038e-06
6.1666e-06,0.099935,-1.2403e-06
5.7678e-06,0.099938,-1.2161e-06
5.4483e-06,0.09992,-1.1907e-06
1.4959e-06,0.099978,-7.9263e-07
-2.4325e-06,0.10001,-3.9171e-07
-2.4323e-06,0.10001,-3.8934e-07
-2.4308e-06,0.099989,-3.8218e-07
-2.4261e-06,0.09994,-3.7052e-07
-2.4259e-06,0.09994,-3.6929e-07
-2.4219e-06,0.099913,-3.6372e-07
-1.2733e-06,0.099954,-4.7752e-07
-1.3253e-07,0.099967,-5.8592e-07
3.5423e-07,0.10009,-6.3504e-07
3.5424e-07,0.10009,-6.3463e-07
3.5145e-07,0.099995,-6.2013e-07
3.4891e-07,0.099901,-6.0622e-07
-5.5287e-08,0.10002,-5.6605e-07
-3.9739e-07,0.10008,-5.2779e-07
9.9989e-08,0.09998,-5.7736e-07
4.5943e-07,0.099874,-6.0894e-07
2.5344e-07,0.09993,-5.8846e-07
1.5691e-07,0.09992,-5.7481e-07
6.1116e-08,0.099873,-5.5723e-07
3.6275e-08,0.099925,-5.5479e-07
1.2174e-08,0.099937,-5.4848e-07
-1.0913e-08,0.099911,-5.384e-07
4.3056e-09,0.10004,-5.399e-07
1.7223e-08,0.10009,-5.3737e-07
3.2404e-09,0.10002,-5.3598e-07
-7.2001e-09,0.099912,-5.3123e-07
-5.5694e-09,0.099932,-5.3138e-07
-2.1834e-09,0.099909,-5.2806e-07
4.5261e-09,0.099902,-5.2718e-07
1.3167e-08,0.099852,-5.2293e-07
9.5998e-09,0.099892,-5.2258e-07
9.042e-09,0.099877,-5.1903e-07
1.0788e-08,0.099817,-5.1228e-07
9.3866e-09,0.09984,-5.1214e-07
1.0579e-08,0.099815,-5.0888e-07
1.5623e-08,0.099795,-5.0775e-07
2.325e-08,0.099726,-5.0358e-07
2.2455e-08,0.099736,-5.0351e-07
2.4942e-08,0.099689,-5.0053e-07
3.1449e-08,0.099655,-4.9952e-07
4.0762e-08,0.099571,-4.9564e-07
5.4106e-08,0.099548,-4.9367e-07
7.0261e-08,0.099473,-4.8892e-07
9.0376e-08,0.099413,-4.8602e-07
1.1327e-07,0.0993,-4.8043e-07
